OPEID,state abv,state,county,city,Name,Address,Zip Code,Zip Ext,"Prog
10051,NY,New York,Queens,Long Island City,CUNY LAGUARDIA COMMUNITY COLLEGE                                 ,31-10 THOMSON AVENUE                              ,11101,3083,5,1,2016,78,631,12.3,A,3,14,2,0,2015,61,642,9.5,A,2014,78,675,11.5,A,40.74671,-73.93893,30043,3779.2,FALSE,34.1,50.9,49.1,39.6,3.01,65392,35.5,16.9,919360,1608,48.1,70.9,7.5,43,15.7,22.8,0.6,0.1,12.4,5.4
10551,NY,New York,Queens,Long Island City,NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS                  ,33-10 QUEENS BOULEVARD             2ND FLOOR      ,11101,2327,5,3,2016,20,259,7.7,A,5,9,2,0,2015,21,304,6.9,A,2014,20,438,4.5,A,40.74671,-73.93893,30043,3779.2,FALSE,34.1,50.9,49.1,39.6,3.01,65392,35.5,16.9,919360,1608,48.1,70.9,7.5,43,15.7,22.8,0.6,0.1,12.4,5.4
11830,NY,New York,Queens,Long Island City,BERK TRADE & BUSINESS SCHOOL                                     ,33-09 QUEENS BOULEVARD             2ND FLOOR      ,11101,0,2,3,2016,67,223,30,A,5,10,2,0,2015,52,216,24,A,2014,30,137,21.8,A,40.74671,-73.93893,30043,3779.2,FALSE,34.1,50.9,49.1,39.6,3.01,65392,35.5,16.9,919360,1608,48.1,70.9,7.5,43,15.7,22.8,0.6,0.1,12.4,5.4
31913,NY,New York,Queens,Long Island City,CUNY SCHOOL OF LAW '(THE)'                                       ,2 COURT SQUARE                                    ,11101,4356,7,1,2016,2,114,1.7,A,5,5,2,0,2015,3,139,2.1,A,2014,3,143,2,A,40.74671,-73.93893,30043,3779.2,FALSE,34.1,50.9,49.1,39.6,3.01,65392,35.5,16.9,919360,1608,48.1,70.9,7.5,43,15.7,22.8,0.6,0.1,12.4,5.4
2788,NY,New York,Niagara,Niagara University,NIAGARA UNIVERSITY                                               ,LEWISTON ROAD                                     ,14109,2010,8,2,2016,50,959,5.2,A,5,28,2,0,2015,47,937,5,A,2014,40,928,4.3,A,43.13777,-79.03521,1131,908.7,FALSE,19.4,42.2,57.8,0,,,,,,,27.3,32.9,0,85.8,5,0.9,0,0,4.2,4.2
2760,NY,New York,Westchester,Purchase,MANHATTANVILLE COLLEGE                                           ,2900 PURCHASE STREET                              ,10577,2132,8,2,2016,26,579,4.4,A,5,18,2,0,2015,32,603,5.3,A,2014,44,686,6.4,A,41.03786,-73.71365,6373,375.7,FALSE,20.4,46.2,53.8,24.4,3.27,202583,71,86.2,1086135,3501,73.2,51.3,12.5,73.2,13.2,5.1,0.3,0.2,2.9,5.1
6791,NY,New York,Westchester,Purchase,SUNY COLLEGE AT PURCHASE                                         ,735 ANDERSON HILL ROAD                            ,10577,1400,8,1,2016,61,994,6.1,A,5,18,2,0,2015,66,1023,6.4,A,2014,58,953,6,A,41.03786,-73.71365,6373,375.7,FALSE,20.4,46.2,53.8,24.4,3.27,202583,71,86.2,1086135,3501,73.2,51.3,12.5,73.2,13.2,5.1,0.3,0.2,2.9,5.1
12364,NY,New York,Queens,Rego Park,ST. PAUL'S SCHOOL OF NURSING                                     ,97-77 QUEENS BOULEVARD                            ,11374,0,5,3,2016,10,225,4.4,A,5,5,2,0,2015,9,309,2.9,A,2014,20,306,6.5,A,40.72651,-73.86149,42653,17850.4,FALSE,43.8,45.9,54.1,49,3.02,63161,30.3,38.8,361548,1591,50.4,62.9,4.4,52.7,4.4,32.1,0.1,0,5.7,4.9
36523,NY,New York,Queens,Rego Park,METROPOLITAN LEARNING INSTITUTE                                  ,97-77 QUEENS BOULEVARD             9TH FLOOR      ,11374,2101,3,2,2016,9,111,8.1,B,5,9,2,1,2015,10,213,4.6,B,2014,6,84,7.1,A,40.72651,-73.86149,42653,17850.4,FALSE,43.8,45.9,54.1,49,3.02,63161,30.3,38.8,361548,1591,50.4,62.9,4.4,52.7,4.4,32.1,0.1,0,5.7,4.9
2703,NY,New York,Bronx,Bronx,COLLEGE OF MOUNT SAINT VINCENT                                   ,6301 RIVERDALE AVENUE                             ,10471,1093,8,2,2016,38,554,6.8,A,3,17,2,0,2015,35,576,6,A,2014,39,548,7.1,A,40.89947,-73.9018,21896,3441.8,FALSE,44.9,47.4,52.6,40.8,2.95,85707,41.9,48.8,343814,1548,54.7,57.4,7.2,68.7,11.8,6.2,0.2,0,9.7,3.4
2758,NY,New York,Bronx,Bronx,MANHATTAN COLLEGE                                                ,4513 MANHATTAN COLLEGE PARKWAY                    ,10471,4098,8,2,2016,32,846,3.7,A,5,17,2,0,2015,23,803,2.8,A,2014,23,759,3,A,40.89947,-73.9018,21896,3441.8,FALSE,44.9,47.4,52.6,40.8,2.95,85707,41.9,48.8,343814,1548,54.7,57.4,7.2,68.7,11.8,6.2,0.2,0,9.7,3.4
2956,NC,North Carolina,Forsyth,Winston Salem,PIEDMONT INTERNATIONAL UNIVERSITY                                ,420 S. BROAD STREET                               ,27101,5025,8,2,2016,35,336,10.4,P,5,12,4,0,2015,51,377,13.5,P,2014,75,416,18,P,36.11175,-80.19854,19681,571.6,FALSE,35.6,51.2,48.8,29.6,3.14,31805,12.6,33.9,126057,670,30.2,56.2,8.5,47,46.1,1.5,0.2,0,2.4,2.8
30514,OH,Ohio,Lake,Painesville,AUBURN CAREER CENTER                                             ,8140 AUBURN ROAD                                  ,44077,9723,3,1,2016,14,105,13.3,A,5,14,5,0,2015,19,100,19,A,2014,12,54,22.2,A,41.69943,-81.21075,56353,359.1,FALSE,40.2,49,51,50.9,3.03,63381,27.3,71.5,160995,842,26.6,65.5,4.7,86.4,5.6,0.7,0.2,0,2.8,4.3
9941,OH,Ohio,Belmont,Saint Clairsville,BELMONT COLLEGE                                                  ,68094 HAMMOND ROAD                                ,43950,9766,5,1,2016,68,349,19.4,A,5,18,5,0,2015,91,486,18.7,A,2014,171,727,23.5,A,40.0962,-80.92588,16446,73.8,FALSE,44.6,58.1,41.9,44,3.04,65533,27.4,81.2,154429,757,23.7,49.2,5.1,87.1,8.8,1,0.3,0,1.1,1.7
10880,OH,Ohio,Brown,Fayetteville,CHATFIELD COLLEGE                                                ,20918 STATE ROUTE 251                             ,45118,9705,5,2,2016,30,211,14.2,A,5,2,5,0,2015,28,243,11.5,A,2014,35,235,14.8,A,39.17029,-83.93324,3579,35.5,FALSE,45.3,51.1,48.9,57.8,2.88,62219,21.7,79.7,149261,888,13.5,61.4,4.7,95.3,0.5,0.1,1,0,2.7,0.6
3198,OR,Oregon,Yamhill,Mcminnville,LINFIELD COLLEGE                                                 ,900 SOUTHEAST BAKER STREET                        ,97128,6894,8,2,2016,19,744,2.5,A,5,1,10,0,2015,20,815,2.4,A,2014,17,863,1.9,A,45.19704,-123.25456,38160,130.6,FALSE,37.1,49.8,50.2,49.5,3.22,53815,23.7,63.9,247248,935,26.3,58.6,5.7,88,1.2,1.4,0.8,0.4,4.7,3.5
3988,PA,Pennsylvania,Delaware,Aston,NEUMANN UNIVERSITY                                               ,ONE NEUMANN DRIVE                                 ,19014,1298,8,2,2016,91,926,9.8,A,5,7,3,0,2015,90,917,9.8,A,2014,84,883,9.5,A,39.86362,-75.43358,21101,910.5,FALSE,42.2,47,53,48.4,3.15,85000,39.2,86.7,231870,1036,31.8,66.7,5.1,88,7.2,2.5,0.4,0,0.5,1.5
9723,PA,Pennsylvania,Bucks,Feasterville Trevose,ARIA HEALTH SCHOOL OF NURSING                                    ,THREE NESHAMINY INTERPLEX                         ,19053,6939,11,2,2016,5,91,5.4,A,5,1,3,0,2015,1,73,1.3,A,2014,4,88,4.5,A,40.1547,-74.97952,26383,957.2,FALSE,40.9,49.3,50.7,56.3,3.17,83095,38.9,80.6,289171,1134,31.8,68.4,4.4,89.2,3.1,4.8,0,0.3,0.4,2.1
25545,PA,Pennsylvania,Luzerne,Hazleton,HAZLETON AREA CAREER CENTER                                      ,1451 WEST 23RD STREET                             ,18202,1597,3,1,2016,1,49,2,B,5,11,3,1,2015,2,52,3.8,B,2014,2,61,3.2,B,40.95148,-76.04682,11716,142.8,FALSE,45.1,48.3,51.7,42.7,2.93,41329,15.1,60.2,120056,767,15.7,54.2,6.2,80.1,4.6,0.5,0.1,0,13.7,1
3276,PA,Pennsylvania,Chester,Immaculata,IMMACULATA UNIVERSITY                                            ,1145 KING ROAD                                    ,19345,647,8,2,2016,38,721,5.2,A,5,7,3,0,2015,48,822,5.8,A,2014,57,849,6.7,A,40.02943,-75.56528,689,1298.5,FALSE,20.8,14.8,85.2,9.7,,,,,,,54.6,53.8,15.6,72.9,20,0,0,0,1.2,6
37663,PA,Pennsylvania,Montgomery,King Of Prussia,CORTIVA INSTITUTE                                                ,211 SOUTH GULPH ROAD               SUITE 100      ,19406,3101,3,3,2016,34,214,15.8,A,5,7,3,0,2015,44,226,19.4,A,2014,36,180,20,A,40.0944,-75.38246,24187,654.5,FALSE,37.5,49.9,50.1,54.6,2.98,88239,42.9,60.6,304752,1409,59,70.4,4.3,69,5.7,21.1,0,0,1.2,3.1
6560,PA,Pennsylvania,Allegheny,Mc Kees Rocks,OHIO VALLEY GENERAL HOSPITAL SCHOOL OF NURSING                   ,25 HECKEL ROAD                                    ,15136,1694,3,2,2016,2,31,6.4,A,5,14,3,0,2015,3,70,4.2,B,2014,6,87,6.8,B,40.46789,-80.10438,22492,758.4,FALSE,40.5,49.7,50.3,44.6,2.99,51600,22.3,62.6,135681,734,27.6,64.4,6.8,77,15.8,2,0.2,0,1.1,3.9
3359,PA,Pennsylvania,Allegheny,Coraopolis,ROBERT MORRIS UNIVERSITY                                         ,6001 UNIVERSITY BOULEVARD                         ,15108,1189,8,2,2016,64,1396,4.5,A,5,18,3,0,2015,66,1450,4.5,A,2014,58,1383,4.1,A,40.49998,-80.19959,41524,392.6,FALSE,40.6,49.4,50.6,52.7,2.92,74978,36.2,72.3,191238,945,45.4,66.8,4.3,86.3,6.4,3.8,0.1,0,0.3,3.2
3241,PA,Pennsylvania,Chester,Wayne,CABRINI UNIVERSITY                                               ,610 KING OF PRUSSIA ROAD                          ,19087,3698,8,2,2016,51,616,8.2,A,5,6,3,0,2015,52,766,6.7,A,2014,42,824,5,A,40.06116,-75.39987,32934,779.5,FALSE,41.2,48.2,51.8,56.4,3.17,137943,63,76.9,558460,1510,76.7,66.1,3.9,82.7,4.8,9.5,0,0,1,2
3259,PA,Pennsylvania,Chester,Wayne,EASTERN UNIVERSITY                                               ,1300 EAGLE ROAD                                   ,19087,3696,8,2,2016,88,1245,7,P,5,7,3,0,2015,88,1228,7.1,P,2014,80,1232,6.4,P,40.06116,-75.39987,32934,779.5,FALSE,41.2,48.2,51.8,56.4,3.17,137943,63,76.9,558460,1510,76.7,66.1,3.9,82.7,4.8,9.5,0,0,1,2
2670,PA,Pennsylvania,Lackawanna,Clarks Summit,CLARKS SUMMIT UNIVERSITY                                         ,538 VENARD ROAD                                   ,18411,1250,8,2,2016,14,218,6.4,A,5,10,3,0,2015,14,206,6.7,A,2014,17,230,7.3,A,41.45427,-75.74521,21738,156.2,FALSE,46.2,48.7,51.3,56.8,2.94,74961,36.3,80,231007,994,44.8,60.8,3,95,1.3,1.6,0.1,0,0.1,1.9
3329,PA,Pennsylvania,Centre,University Park,PENNSYLVANIA STATE UNIVERSITY (THE)                              ,PRESIDENT'S OFFICE                 201 OLD MAIN   ,16802,1503,8,1,2016,919,18631,4.9,P,5,5,3,0,2015,983,19227,5.1,P,2014,1010,19272,5.2,P,40.80268,-77.86064,11611,5909.5,FALSE,19.3,47.3,52.7,0.3,1.94,,0,0,,,59.7,25,11.9,80.8,5.8,10.5,0,0,0.6,2.4
22897,PA,Pennsylvania,Luzerne,Wilkes Barre,JOLIE HEALTH AND BEAUTY ACADEMY                                  ,125 NORTH WILKES BARRE BOULEVARD                  ,18702,5354,3,3,2016,67,228,29.3,A,5,11,3,0,2015,48,243,19.7,A,2014,28,139,20.1,A,41.22083,-75.77366,39841,224.4,FALSE,38.4,49.6,50.4,37.9,3.22,40916,14.6,55.7,85914,807,18.9,58,10.2,74.9,13,2.4,0.4,0.3,4.3,4.8
30018,TN,Tennessee,Sumner,Gallatin,WELCH COLLEGE                                                    ,1045 BISON TRAIL                                  ,37066,8460,8,2,2016,4,79,5,A,5,5,4,0,2015,6,68,8.8,A,2014,8,74,10.8,A,36.39872,-86.45526,50328,144.2,FALSE,39.5,49.6,50.4,53.3,3.13,60065,26.4,67.4,223925,941,27,62.9,3.6,80.6,11.9,1.8,0.4,0.2,2.3,2.8
7783,TN,Tennessee,Davidson,Madison,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA                            ,315 HOSPITAL DRIVE                                ,37115,417,8,2,2016,0,53,0,A,5,5,4,0,2015,0,51,0,A,2014,0,59,0,A,36.25449,-86.69609,40484,676.8,FALSE,36,47.3,52.7,34.8,3.24,43521,10.5,42.5,150004,919,18.5,68.4,7.4,50.8,35.4,1.1,0.2,0,10.2,2.3
21253,TN,Tennessee,Davidson,Madison,NASHVILLE COLLEGE OF MEDICAL CAREERS                             ,1556 CRESTVIEW DRIVE                              ,37115,2120,3,3,2016,6,110,5.4,P,5,5,4,0,2015,7,154,4.5,P,2014,8,149,5.3,P,36.25449,-86.69609,40484,676.8,FALSE,36,47.3,52.7,34.8,3.24,43521,10.5,42.5,150004,919,18.5,68.4,7.4,50.8,35.4,1.1,0.2,0,10.2,2.3
3480,TN,Tennessee,Carroll,Mc Kenzie,BETHEL UNIVERSITY                                                ,325 CHERRY AVENUE                                 ,38201,1705,8,2,2016,278,2466,11.2,A,5,8,4,0,2015,355,2907,12.2,A,2014,367,2633,13.9,A,36.12284,-88.52912,11005,27.6,FALSE,38.5,48.3,51.7,47.9,3.13,38920,11.1,72.2,93307,632,20.9,52,7.8,91.4,6.5,0.4,0.2,0,0,1.4
3511,TN,Tennessee,Carter,Milligan College,MILLIGAN COLLEGE                                                 ,ONE BLOWERS BOULEVARD                             ,37682,4001,8,2,2016,14,357,3.9,P,5,1,4,0,2015,12,384,3.1,P,2014,15,374,4,P,36.30106,-82.29077,687,1427.9,FALSE,20.4,41.6,58.4,9.8,2.15,,0,39.1,,,28.5,49.6,3.5,92.1,4.4,2.8,0,0,0,0.7
42239,TN,Tennessee,Davidson,Nashville,MIND BODY INSTITUTE                                              ,"2416 MUSIC VALLEY DRIVE, SUITE 119                ",37214,1012,2,3,2016,1,37,2.7,B,5,5,4,1,2015,0,16,0,B,2014,0,2,0,B,36.16307,-86.6651,30151,445.3,FALSE,37.4,47.4,52.6,40.3,2.95,56910,18.5,59.2,168113,1109,38,72.7,3.8,74.4,19.6,1.9,0,0,1.7,2.3
25950,TN,Tennessee,Lincoln,Fayetteville,HAIR ACADEMY THE                                                 ,513 COLLEGE STREET                                ,37334,2909,3,3,2016,5,30,16.6,A,5,4,4,0,2015,5,36,13.8,A,2014,5,44,11.3,A,35.16682,-86.58109,22935,32.9,FALSE,40.7,48.3,51.7,50,3.01,44657,14.8,69.6,132420,719,20.3,56.2,4.5,87.1,9.1,0.6,0.4,0,0.1,2.8
22859,TX,Texas,Hidalgo,Mcallen,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES                   ,8401 NORTH 10TH STREET                            ,78504,391,3,3,2016,44,375,11.7,A,5,15,6,0,2015,33,292,11.3,A,2014,28,315,8.8,A,26.27199,-98.23657,56000,1063.5,FALSE,32.6,49.3,50.7,52.6,3.59,65211,28.9,69,148546,868,37.4,66.8,7.2,84.2,1.4,3.7,0.3,0.1,8.7,1.6
42133,TX,Texas,Hidalgo,Mcallen,SOUTHERN TEXAS CAREERS ACADEMY                                   ,601 EAST NOLANA                    SUITE C        ,78504,2569,3,3,2016,12,40,30,A,5,15,6,0,2015,10,59,16.9,A,2014,5,52,9.6,A,26.27199,-98.23657,56000,1063.5,FALSE,32.6,49.3,50.7,52.6,3.59,65211,28.9,69,148546,868,37.4,66.8,7.2,84.2,1.4,3.7,0.3,0.1,8.7,1.6
41784,TX,Texas,Hidalgo,Mcallen,VOGUE COLLEGE OF COSMETOLOGY                                     ,800 FERN AVENUE                                   ,78501,1945,3,3,2016,7,134,5.2,A,5,15,6,0,2015,7,150,4.6,A,2014,4,92,4.3,A,26.21583,-98.23917,63554,1541.1,FALSE,33.8,49,51,43.9,3.59,36618,15.7,52.3,102848,683,25.2,59.2,7.7,77,0.5,1.7,0.3,0.1,19.6,0.7
23614,TX,Texas,Collin,Mckinney,COLLIN COUNTY COMMUNITY COLLEGE                                  ,2200 WEST UNIVERSITY DRIVE                        ,75070,8001,5,1,2016,490,3244,15.1,A,5,3,6,0,2015,607,3788,16,A,2014,608,4015,15.1,A,33.17311,-96.69773,98219,1208.3,FALSE,36.7,47.5,52.5,63.2,3.26,101462,50.7,72.2,294498,1462,53.7,71.9,3.5,76.3,10.2,9,0.3,0,1.1,3
25568,UT,Utah,Salt Lake,Salt Lake City,PAUL MITCHELL THE SCHOOL SALT LAKE CITY                          ,1969 EAST MURRAY HOLLADAY ROAD                    ,84117,7204,3,3,2016,38,261,14.5,A,5,2,8,0,2015,58,324,17.9,A,2014,52,315,16.5,A,40.66104,-111.83464,25240,1642,FALSE,40.1,49.5,50.5,49.3,3.14,67106,32.4,62.8,359281,1072,47,64,2,92.1,2.7,2.2,0,0.8,0.6,1.5
3671,UT,Utah,Washington,Saint George,DIXIE STATE UNIVERSITY                                           ,225 SOUTH 700 EAST                                ,84770,3876,8,1,2016,201,1824,11,A,5,2,8,0,2015,234,1914,12.2,A,2014,265,1991,13.3,A,37.17565,-113.60824,41454,288.4,FALSE,34.6,48,52,55.8,3.2,51123,19.8,57.5,245795,914,26.8,58,4.6,88.6,1.2,0.6,1,1.1,4.7,2.9
21435,VT,Vermont,Orleans,Craftsbury Common,STERLING COLLEGE                                                 ,16 STERLING DRIVE                                 ,5827,72,6,2,2016,2,34,5.8,A,5,AL      ,1,0,2015,2,42,4.7,A,2014,10,111,9,B,44.68112,-72.35814,365,8.1,FALSE,31.7,59.7,40.3,57,2.77,58125,12.9,71.6,224553,752,57.1,50.7,7.8,87.4,1.1,0,0,0,0,11.5
3946,VI,Virgin Islands,,St Thomas,UNIVERSITY OF THE VIRGIN ISLANDS                                 ,#2 JOHN BREWERS BAY                               ,802,9990,8,1,2016,34,371,9.1,P,2,AL      ,2,0,2015,52,394,13.1,P,2014,33,385,8.5,P,18.34225,-64.92657,,,FALSE,,,,,,,,,,,,,,,,,,,,
3713,VA,Virginia,Prince Edward,Hampden Sydney,HAMPDEN SYDNEY COLLEGE                                           ,COLLEGE ROAD                                      ,23943,128,6,2,2016,14,222,6.3,A,5,5,3,0,2015,7,198,3.5,A,2014,11,211,5.2,A,37.24367,-78.45568,84,325.8,FALSE,79.1,63.1,36.9,71.4,2,,100,100,,,100,7.1,0,92.9,4.8,0,0,0,0,2.4
3707,VA,Virginia,Dinwiddie,Petersburg,RICHARD BLAND COLLEGE                                            ,11301 JOHNSON ROAD                                ,23805,7100,5,1,2016,43,312,13.7,A,5,4,3,0,2015,43,317,13.5,A,2014,32,271,11.8,A,37.12899,-77.39781,19410,102.7,FALSE,41.1,46.5,53.5,37.1,3.18,51748,18.5,59,160769,965,22.6,64.9,9.2,34.4,61.1,1.2,0.1,0.1,0.7,2.5
3742,VA,Virginia,Amherst,Sweet Briar,SWEET BRIAR COLLEGE                                              ,134 CHAPEL DRIVE                                  ,24595,9998,8,2,2016,3,162,1.8,A,5,6,3,0,2015,5,157,3.1,A,2014,5,132,3.7,A,37.55779,-79.08251,612,140.8,FALSE,21,9.6,90.4,16.2,2.35,103750,71.8,56.5,,,28.1,36.9,14.2,86.8,10.1,1,0,0,2.1,0
3816,WV,West Virginia,Logan,Mount Gay,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE           ,2900 DEMPSEY BRANCH ROAD                          ,25637,2900,5,1,2016,20,93,21.5,P,5,3,3,0,2015,15,94,15.9,P,2014,28,90,31.1,P,37.85621,-82.02987,774,100.6,FALSE,49,51.8,48.2,52.9,2.69,26683,0,67.6,72197,547,2.5,42.6,41.1,95.6,4.4,0,0,0,0,0
3892,WI,Wisconsin,Brown,De Pere,SAINT NORBERT COLLEGE                                            ,100 GRANT STREET                                  ,54115,2099,8,2,2016,12,542,2.2,A,5,8,5,0,2015,12,594,2,A,2014,10,530,1.8,A,44.40464,-88.09197,45700,126.7,FALSE,36.3,50,50,55.9,3,76267,32.9,67,202342,878,38.1,71.3,2.4,90.5,0.4,3,3.4,0,0.5,2.2
3861,WI,Wisconsin,Fond du Lac,Fond Du Lac,MARIAN UNIVERSITY                                                ,45 SOUTH NATIONAL AVENUE                          ,54935,4699,8,2,2016,44,616,7.1,A,5,6,5,0,2015,48,646,7.4,A,2014,47,669,7,A,43.77425,-88.43516,42107,1020.2,FALSE,38.4,48.9,51.1,48.6,2.99,51351,16.6,59.4,125107,708,24.8,66.9,5.7,89.3,2.3,1.6,0.8,0,3.1,2.9
9256,WI,Wisconsin,Fond du Lac,Fond Du Lac,MORAINE PARK TECHNICAL COLLEGE                                   ,235 NORTH NATIONAL AVENUE                         ,54936,1940,5,1,2016,79,791,9.9,A,5,6,5,0,2015,118,878,13.4,A,2014,127,965,13.1,A,43.77351,-88.4478,,,FALSE,,,,,,,,,,,,,,,,,,,,
