OPEID,state,city,Name,Address,City2,State3,State Desc,Zip Code,Zip Ext,"Prog
12766,Ireland,Galway,"NATIONAL UNIVERSITY OF IRELAND, GALWAY                           ",UNIVERSITY ROAD                                   ,GALWAY              ,FC,IRELAND             ,0,    ,8,5,2016,0,113,0,B,5,        ,11,1,2015,0,44,0,A,2014,0,41,0,A
10797,Ireland,Maynooth,"NATIONAL UNIVERSITY OF IRELAND, MAYNOOTH                         ",MAYNOOTH UNIVERSITY                               ,MAYNOOTH            ,FC,IRELAND             ,     ,    ,8,5,2016,1,25,4,B,5,        ,11,1,2015,2,23,8.6,B,2014,2,13,15.3,B
20941,Israel,Beer-Sheva,BEN-GURION UNIVERSITY OF THE NEGEV                               ,1 BEN-GURION BLVD..                               ,BEER-SHEVA          ,FC,ISRAEL              ,84105,1,7,5,2016,0,35,0,A,5,        ,11,0,2015,2,103,1.9,B,2014,0,42,0,A
9428,Israel,Haifa,TECHNION-ISRAEL INSTITUTE OF TECHNOLOGY                          ,"TECHNION CITY, MT. CARMEL                         ",HAIFA               ,FC,ISRAEL              ,32000,    ,8,5,2016,1,53,1.8,B,5,        ,11,1,2015,1,56,1.7,B,2014,1,61,1.6,B
10456,Israel,Haifa,UNIVERSITY OF HAIFA                                              ,199 ABA KHOUSHY AVE.                              ,HAIFA               ,FC,ISRAEL              ,34988,38,8,5,2016,1,33,3,B,5,        ,11,1,2015,1,17,5.8,B,2014,1,8,12.5,B
40703,Israel,Herzliya,"RAPHAEL RECANATI INTERNATIONAL SCHOOL, THE INTERDISCIPLINARY CENT",KANFEI NESHARIM STREET                            ,HERZLIYA            ,FC,ISRAEL              ,46150,    ,8,6,2016,2,30,6.6,A,5,        ,11,0,2015,1,48,2,A,2014,1,39,2.5,A
4012,Israel,Jerusalem,HEBREW UNIVERSITY OF JERUSALEM (THE)                             ,MOUNT SCOPUS                                      ,JERUSALEM           ,FC,ISRAEL              ,91905,    ,8,5,2016,1,66,1.5,B,5,        ,11,1,2015,0,80,0,B,2014,0,61,0,B
22296,Israel,Ramat Aviv,TEL AVIV UNIVERSITY SACKLER SCHOOL OF MEDICINE                   ,                                                  ,RAMAT AVIV          ,FC,ISRAEL              ,69978,    ,7,5,2016,0,33,0,A,5,        ,11,0,2015,0,36,0,A,2014,0,39,0,A
8373,Israel,Ramat-Aviv,TEL AVIV UNIVERSITY                                              ,CARTER BUILDING                                   ,RAMAT-AVIV          ,FC,ISRAEL              ,69978,    ,8,5,2016,0,50,0,A,5,        ,11,0,2015,0,61,0,A,2014,1,54,1.8,A
9143,Israel,Ramat-Gan,BAR-ILAN UNIVERSITY                                              ,RAMAT-GAN                                         ,RAMAT-GAN           ,FC,ISRAEL              ,52900,2,8,5,2016,2,11,18.1,B,5,        ,11,1,2015,0,11,0,B,2014,0,14,0,B
30501,Italy,Florence,STUDIO ARTS COLLEGE INTERNATIONAL                                ,PALAZZO DEI CARTELLONI             VIA SANT'ANTONI,FLORENCE            ,FC,ITALY               ,50123,    ,8,6,2016,1,35,2.8,B,5,        ,11,1,2015,1,32,3.1,B,2014,0,32,0,B
41391,Italy,Fr. Pollenzo - Bra,UNIVERSITA DEGLI STUDI DI SCIENZE GASTRONOMICHE                  ,"PIAZZA VITTORIO EMANUELE, 9                       ",FR. POLLENZO - BRA  ,FC,ITALY               ,12060,    ,8,6,2016,2,41,4.8,B,5,        ,11,1,2015,1,41,2.4,B,2014,1,36,2.7,B
30787,Italy,Milano,UNIVERSITA COMMERCIALE LUIGI BOCCONI                             ,VIA SARFATTI 25                                   ,MILANO              ,FC,ITALY               ,20136,    ,8,6,2016,1,9,11.1,B,5,        ,11,1,2015,0,2,0,B,2014,0,1,0,B
31025,Italy,Rome,AMERICAN UNIVERSITY OF ROME                                      ,VIA PIETRO ROSELLI 4                              ,ROME                ,FC,ITALY               ,153,    ,8,6,2016,3,32,9.3,A,5,        ,11,0,2015,7,75,9.3,B,2014,6,73,8.2,B
33293,Italy,Rome,JOHN CABOT UNIVERSITY                                            ,"VIA DELLA LUNGARA, 233                            ",ROME                ,FC,ITALY               ,165,    ,8,6,2016,3,46,6.5,A,5,        ,11,0,2015,4,34,11.7,A,2014,2,33,6,A
8371,Lebanon,Beirut,AMERICAN UNIVERSITY OF BEIRUT                                    ,BLISS STREET                                      ,BEIRUT              ,FC,LEBANON             ,44137,36,8,6,2016,1,34,2.9,A,5,        ,11,0,2015,2,32,6.2,A,2014,3,43,6.9,A
41133,Lebanon,Beirut,LEBANESE AMERICAN UNIVERSITY                                     ,MME CURIE STREET                   SNOUBRA        ,BEIRUT              ,FC,LEBANON             ,1102-,2801,8,6,2016,2,41,4.8,B,5,        ,11,1,2015,2,37,5.4,B,2014,0,18,0,B
20533,Mexico,Ensenada,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO                     ,CALLE SAN FRANCISCO NO. 1139       FRACCIONAMIENTO,ENSENADA            ,FC,MEXICO              ,22830,    ,7,6,2016,16,53,30.1,A,5,        ,11,0,2015,36,91,39.5,A,2014,24,84,28.5,A
8147,Mexico,Guadalajara,UNIVERSIDAD AUTONOMA DE GUADALAJARA                              ,AVENIDA PATRIA NO. 1201            LOMAS DEL VALLE,GUADALAJARA         ,FC,MEXICO              ,45100,    ,8,6,2016,5,411,1.2,A,5,        ,11,0,2015,2,178,1.1,A,2014,10,275,3.6,A
41839,Mexico,Mexicali,CETYS UNIVERSIDAD                                                ,"CLZ. CETYS S/N, COL. RIVERA                       ",MEXICALI            ,FC,MEXICO              ,21259,    ,8,6,2016,6,28,21.4,B,5,        ,11,1,2015,0,14,0,B,2014,0,5,0,B
10418,Mexico,Monterrey,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY      ,AVE. EUGENIO GARZA SADA 2501 SUR   COLONIA TECNOLÃ³,MONTERREY           ,FC,MEXICO              ,64849,    ,8,6,2016,10,52,19.2,B,5,        ,11,1,2015,4,55,7.2,B,2014,4,49,8.1,B
12421,New Zealand,Auckland,UNIVERSITY OF AUCKLAND (THE)                                     ,22 PRINCES STREET                  PRIVATE BAG 920,AUCKLAND            ,FC,NEW ZEALAND         ,1142,    ,8,5,2016,1,74,1.3,B,5,        ,11,1,2015,3,81,3.7,B,2014,5,86,5.8,B
21568,New Zealand,Dunedin,UNIVERSITY OF OTAGO                                              ,CLOCKTOWER BUILDING                LEITH STREET   ,DUNEDIN             ,FC,NEW ZEALAND         ,9016,    ,8,5,2016,1,35,2.8,B,5,        ,11,1,2015,1,35,2.8,B,2014,1,40,2.5,B
13153,New Zealand,Palmerston North,MASSEY UNIVERSITY                                                ,TENNENT DRIVE                      PRIVATE BAG 11-,PALMERSTON NORTH    ,FC,NEW ZEALAND         ,4744,    ,8,5,2016,2,62,3.2,B,5,        ,11,1,2015,4,74,5.4,B,2014,1,33,3,A
22736,Northern Ireland,Belfast,QUEEN'S UNIVERSITY OF BELFAST (THE)                              ,UNIVERSITY ROAD                                   ,BELFAST             ,FC,NORTHERN IRELAND    ,BT7 1,NN  ,8,5,2016,2,33,6,A,5,        ,11,0,2015,3,90,3.3,B,2014,5,101,4.9,B
25880,Northern Ireland,Coleraine,UNIVERSITY OF ULSTER                                             ,CROMORE ROAD                                      ,COLERAINE           ,FC,NORTHERN IRELAND    ,BT52 ,1SA ,8,5,2016,1,13,7.6,B,5,        ,11,1,2015,1,20,5,B,2014,0,23,0,B
20987,Philippines,Valenzuela City,FATIMA COLLEGE OF MEDICINE                                       ,120 MCARTHUR HIGHWAY                              ,VALENZUELA CITY     ,FC,PHILIPPINES         ,1405,    ,8,6,2016,0,18,0,B,5,        ,11,1,2015,0,26,0,B,2014,7,66,10.6,B
36845,Poland,Gdansk,MEDICAL UNIVERSITY OF GDANSK                                     ,3A M. SKLODOWSKIEJ-CURIE STREET                   ,GDANSK              ,FC,POLAND              ,80-21,0,8,5,2016,0,19,0,B,5,        ,11,1,2015,0,16,0,B,2014,0,11,0,B
12223,Poland,Krakow,JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE                          ,UL. SW. ANNY 12                                   ,KRAKOW              ,FC,POLAND              ,31-00,8,8,5,2016,0,30,0,B,5,        ,11,1,2015,1,31,3.2,B,2014,1,38,2.6,B
35973,Poland,Krakow,JAGIELLONIAN UNIVERSITY                                          ,24 GOLEBIA                                        ,KRAKOW              ,FC,POLAND              ,31-00,7,8,5,2016,2,29,6.8,B,5,        ,11,1,2015,2,31,6.4,B,2014,2,38,5.2,B
33333,Poland,Lublin,MEDICAL UNIVERSITY OF LUBLIN                                     ,AL. RACLAWICKIE 1                                 ,LUBLIN              ,FC,POLAND              ,20-05,9,7,5,2016,5,79,6.3,A,5,        ,11,0,2015,3,54,5.5,A,2014,0,73,0,A
30917,Poland,Poznan,POZNAN UNIVERSITY OF MEDICAL SCIENCES                            ,UL. FREDRY 10                                     ,POZNAN              ,FC,POLAND              ,61- 7,1,8,5,2016,9,123,7.3,B,5,        ,11,1,2015,3,49,6.1,A,2014,2,52,3.8,A
5022,Puerto Rico,Bayamon,UNIVERSIDAD CENTRAL DE BAYAMON                                   ,AVE. ZAYA VERDE URB. LA MILAGROSA  BO HATO TEJAS  ,BAYAMON             ,PR,PUERTO RICO                                                 ,960,1725,8,2,2016,47,358,13.1,A,3,AL      ,2,0,2015,64,347,18.4,A,2014,55,332,16.5,A
5028,Puerto Rico,Bayamon,INTER AMERICAN UNIVERSITY OF PUERTO RICO - BAYAMON CAMPUS        ,CARRETERA 830 #500                 BARRIO CERRO GO,BAYAMON             ,PR,PUERTO RICO                                                 ,957,6257,8,2,2016,230,8340,2.7,P,5,AL      ,2,0,2015,1888,23686,7.9,P,2014,2716,25770,10.5,P
10975,Puerto Rico,Bayamon,UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE   ,NUMERO 170 CARRETERA 174           PARQUE INDUSTRI,BAYAMON             ,PR,PUERTO RICO                                                 ,959,1911,6,1,2016,4,151,2.6,A,5,AL      ,2,0,2015,13,153,8.4,A,2014,11,146,7.5,A
11941,Puerto Rico,Bayamon,AMERICAN UNIVERSITY OF PUERTO RICO                               ,ROAD 2 KM. 14  HATO TEJAS                         ,BAYAMON             ,PR,PUERTO RICO                                                 ,960,2037,8,2,2016,15,177,8.4,A,3,AL      ,2,0,2015,36,196,18.3,A,2014,46,247,18.6,A
12525,Puerto Rico,Bayamon,CARIBBEAN UNIVERSITY                                             ,ROAD 167 KM 21.2                   URB. FOREST HIL,BAYAMON             ,PR,PUERTO RICO                                                 ,960,493,8,2,2016,128,754,16.9,A,3,AL      ,2,0,2015,156,717,21.7,A,2014,217,914,23.7,A
21633,Puerto Rico,Bayamon,UNIVERSIDAD CENTRAL DEL CARIBE                                   ,AVENIDA LAUREL                     SANTA JUANITA  ,BAYAMON             ,PR,PUERTO RICO                                                 ,960,6032,8,2,2016,4,114,3.5,A,3,AL      ,2,0,2015,10,121,8.2,A,2014,5,108,4.6,A
22606,Puerto Rico,Bayamon,NATIONAL UNIVERSITY COLLEGE                                      ,NATIONAL COLLEGE BLDG       KM.11.2STATE  ROAD # 2,BAYAMON             ,PR,PUERTO RICO                                                 ,960,2036,8,3,2016,548,3266,16.7,A,5,AL      ,2,0,2015,762,3085,24.7,A,2014,454,2498,18.1,A
22977,Puerto Rico,Bayamon,AUTOMECA TECHNICAL COLLEGE                                       ,CARRETERA #2 KM.14.0 BO.HATO TEJAS                ,BAYAMON             ,PR,PUERTO RICO                                                 ,957,0,3,3,2016,83,638,13,P,5,AL      ,2,0,2015,77,417,18.4,P,2014,72,387,18.6,P
42510,Puerto Rico,Bayamon,INTER AMERICAN UNIVERSITY OF PUERTO RICO - SCHOOL OF OPTOMETRY   ,500 JOHN WILL HARRIS                              ,BAYAMON             ,PR,PUERTO RICO                                                 ,957,6257,7,2,2016,555,7367,7.5,B,5,0,2,1,2015,,,,,2014,2716,25770,10.5,P
25875,Puerto Rico,Cupey,UNIVERSIDAD ANA G. MÃ©NDEZ - CUPEY CAMPUS                         ,"1399   ANA G MENDEZ AVENUE         CARR. 176, KM 0",CUPEY               ,PR,PUERTO RICO                                                 ,926,2602,8,2,2016,187,3806,4.9,A,3,AL      ,2,0,2015,263,3424,7.6,A,2014,242,3339,7.2,A
21651,Puerto Rico,Hato Rey,EDP UNIVERSITY OF PUERTO RICO                                    ,560 PONCE DE LEON AVENUE                          ,HATO REY            ,PR,PUERTO RICO                                                 ,919,2303,8,2,2016,13,671,1.9,A,5,AL      ,2,0,2015,10,392,2.5,A,2014,11,420,2.6,A
21664,Puerto Rico,Hato Rey,INSTITUTO DE BANCA Y COMERCIO                                    ,"PONCE DE LEON AVE. #61, 70, AND 72                ",HATO REY            ,PR,PUERTO RICO                                                 ,917,1102,5,3,2016,24,293,8.1,P,5,AL      ,2,0,2015,6,32,18.7,P,2014,15,135,11.1,P
31121,Puerto Rico,Hato Rey,DEWEY UNIVERSITY                                                 ,BARBOSA AVE. #427 (3RD FLOOR)  #425               ,HATO REY            ,PR,PUERTO RICO                                                 ,915,9538,8,2,2016,4,56,7.1,A,5,AL      ,2,0,2015,6,42,14.2,A,2014,5,25,20,B
37513,Puerto Rico,Hato Rey,ESCUELA HOTELERA DE SAN JUAN                                     ,229 GUAYAMA STREET                                ,HATO REY            ,PR,PUERTO RICO                                                 ,917,91,3,3,2016,14,175,8,A,5,AL      ,2,0,2015,8,96,8.3,A,2014,3,65,4.6,A
42509,Puerto Rico,Hato Rey,INTER AMERICAN UNIVERSITY OF PUERTO RICO - SCHOOL OF LAW         ,170 FEDERICO COSTA STREET                         ,HATO REY            ,PR,PUERTO RICO                                                 ,936,8351,8,2,2016,1,93,1,A,5,0,2,0,2015,1513,16416,9.2,B,2014,2716,25772,10.5,P
3944,Puerto Rico,Mayaguez,UNIVERSITY OF PUERTO RICO - MAYAGUEZ                             ,ROAD # 2 POST STREET ALFONSO VALDEZBOULEVARD      ,MAYAGUEZ            ,PR,PUERTO RICO                                                 ,680,0,8,1,2016,32,891,3.5,A,5,AL      ,2,0,2015,62,919,6.7,A,2014,49,862,5.6,A
5019,Puerto Rico,Mayaguez,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS                           ,CARR 106 KM 2.2                                   ,MAYAGUEZ            ,PR,PUERTO RICO                                                 ,681,118,8,2,2016,39,296,13.1,A,3,AL      ,2,0,2015,36,286,12.5,A,2014,42,265,15.8,A
23355,Puerto Rico,"St Just,Trujillo Alt",THEOLOGICAL UNIVERSITY OF THE CARIBBEAN                          ,"CARR, 848 K.O H.5                  CALLEJON MARQUE","ST JUST,TRUJILLO ALT",PR,PUERTO RICO                                                 ,978,901,8,2,2016,24,69,34.7,B,5,AL      ,2,1,2015,15,33,45.4,A,2014,6,19,31.5,B
9368,Scotland,Aberdeen,UNIVERSITY OF ABERDEEN                                           ,KING'S COLLEGE                                    ,ABERDEEN            ,FC,SCOTLAND            ,AB24 ,3FX ,8,5,2016,3,44,6.8,A,5,        ,11,0,2015,1,38,2.6,A,2014,1,41,2.4,A
31028,Scotland,Aberdeen,ROBERT GORDON UNIVERSITY                                         ,SCHOOLHILL                                        ,ABERDEEN            ,FC,SCOTLAND            ,AB10 ,  1F,8,5,2016,0,23,0,B,5,        ,11,1,2015,0,24,0,B,2014,0,22,0,B
10864,Scotland,Dundee,UNIVERSITY OF DUNDEE                                             ,NETHERGATE                                        ,DUNDEE              ,FC,SCOTLAND            ,DD1 4,HN  ,8,5,2016,3,54,5.5,B,5,        ,11,1,2015,3,48,6.2,B,2014,1,39,2.5,B
6839,Scotland,Edinburgh,UNIVERSITY OF EDINBURGH                                          ,"OLD COLLEGE, SOUTH BRIDGE                         ",EDINBURGH           ,FC,SCOTLAND            ,EH8 9,YL  ,8,5,2016,10,290,3.4,P,5,        ,11,0,2015,9,337,2.6,P,2014,4,293,1.3,P
22739,Scotland,Edinburgh,HERIOT-WATT UNIVERSITY                                           ,RICCARTON                                         ,EDINBURGH           ,FC,SCOTLAND            ,EH14 ,4AS ,8,5,2016,1,28,3.5,B,5,        ,11,1,2015,1,27,3.7,B,2014,1,26,3.8,B
33494,Scotland,Edinburgh,"QUEEN MARGARET UNIVERSITY, EDINBURGH                             ",QUEEN MARGARET UNIVERSITY DRIVE                   ,EDINBURGH           ,FC,SCOTLAND            ,EH21 ,6UU ,8,5,2016,0,20,0,B,5,        ,11,1,2015,0,20,0,B,2014,0,18,0,B
34184,Scotland,Edinburgh,EDINBURGH NAPIER UNIVERSITY                                      ,CRAIGLOCKHART CAMPUS               219 COLINTON RO,EDINBURGH           ,FC,SCOTLAND            ,EH14 ,1DJ ,8,5,2016,2,69,2.8,B,5,        ,11,1,2015,1,65,1.5,B,2014,2,51,3.9,B
8383,Scotland,Glasgow,UNIVERSITY OF GLASGOW                                            ,UNIVERSITY AVENUE                                 ,GLASGOW             ,FC,SCOTLAND            ,G12 8,QQ  ,8,5,2016,2,146,1.3,A,5,        ,11,0,2015,7,133,5.2,A,2014,3,98,3,A
9808,Scotland,Glasgow,"UNIVERSITY OF STRATHCLYDE, GLASGOW                               ",RICHMOND STREET                                   ,GLASGOW             ,FC,SCOTLAND            ,G1 1X,Q   ,8,5,2016,2,51,3.9,B,5,        ,11,1,2015,2,39,5.1,B,2014,1,30,3.3,B
25457,Scotland,Glasgow,GLASGOW SCHOOL OF ART                                            ,167 RENFREW STREET                                ,GLASGOW             ,FC,SCOTLAND            ,G3 6R,Q   ,8,5,2016,3,26,11.5,B,5,        ,11,1,2015,3,27,11.1,B,2014,2,37,5.4,B
30887,Scotland,Glasgow,ROYAL CONSERVATOIRE OF SCOTLAND                                  ,100 RENFREW STREET                                ,GLASGOW             ,FC,SCOTLAND            ,G2 3D,B   ,8,5,2016,5,41,12.1,B,5,        ,11,1,2015,4,41,9.7,B,2014,0,34,0,B
33423,Scotland,Glasgow,GLASGOW CALEDONIAN UNIVERSITY                                    ,REGISTRY                           70 COWCADDENS R,GLASGOW             ,FC,SCOTLAND            ,G4 0B,A   ,8,5,2016,0,20,0,B,5,        ,11,1,2015,0,7,0,B,2014,0,3,0,B
8461,Scotland,Saint Andrews,UNIVERSITY OF SAINT ANDREWS                                      ,OLD BURGH SCHOOL                   ABBEY WALK     ,SAINT ANDREWS       ,FC,SCOTLAND            ,KY16 ,9LB ,8,5,2016,3,137,2.1,A,5,        ,11,0,2015,2,109,1.8,A,2014,0,128,0,A
10228,Scotland,Stirling,UNIVERSITY OF STIRLING                                           ,AIRTHREY ROAD                                     ,STIRLING            ,FC,SCOTLAND            ,FK9 4,LA  ,8,5,2016,6,76,7.8,B,5,        ,11,1,2015,4,30,13.3,A,2014,2,64,3.1,B
10084,South Africa,"Cape Town, 8001",UNIVERSITY OF CAPE TOWN                                          ,LOVERS WALK                        RONDEBOSCH 7701,"CAPE TOWN, 8001     ",FC,SOUTH AFRICA        ,8001,    ,8,5,2016,3,56,5.3,B,5,        ,11,1,2015,3,61,4.9,B,2014,1,68,1.4,B
11214,South Africa,Johannesburg,UNIVERSITY OF THE WITWATERSRAND                                  ,1 JAN SMUTS AVE                    BRAAMFONTEIN   ,JOHANNESBURG        ,FC,SOUTH AFRICA        ,2001,    ,8,5,2016,0,4,0,B,5,        ,11,1,2015,0,3,0,B,2014,0,1,0,B
21623,Spain,Barcelona,"IESE BUSINESS SCHOOL, UNIVERSITY OF NAVARRA                      ","AVENIDA PEARSON, 21                               ",BARCELONA           ,FC,SPAIN               ,8034,    ,8,6,2016,0,52,0,B,5,        ,11,1,2015,0,59,0,B,2014,0,46,0,B
12540,Spain,Pamplona,UNIVERSIDAD DE NAVARRA                                           ,CARRETERA DE LA UNIVERSIDAD S/N                   ,PAMPLONA            ,FC,SPAIN               ,31009,    ,8,6,2016,2,25,8,B,5,        ,11,1,2015,2,18,11.1,B,2014,0,18,0,B
22779,St. Kitts-Nevis,Basseterre,ROSS UNIVERSITY SCHOOL OF VETERINARY MEDICINE                    ,WEST FARM-MAIN STREET                             ,BASSETERRE          ,FC,ST. KITTS-NEVIS     ,     ,    ,7,7,2016,5,386,1.2,A,5,        ,11,0,2015,3,383,0.7,A,2014,1,339,0.2,A
22444,St. Maarten,Cupecoy,AMERICAN UNIVERSITY OF THE CARIBBEAN                             ,#1 UNIVERSITY DRIVE AT JORDAN ROAD                ,CUPECOY             ,FC,ST. MAARTEN         ,     ,    ,7,7,2016,3,380,0.7,A,5,        ,11,0,2015,4,398,1,A,2014,5,395,1.2,A
10067,Sweden,Lund,LUND UNIVERSITY                                                  ,PARADISGATAN 2                                    ,LUND                ,FC,SWEDEN              ,221,0,8,5,2016,3,61,4.9,B,5,        ,11,1,2015,2,73,2.7,B,2014,1,89,1.1,B
6713,Sweden,Uppsala,UPPSALA UNIVERSITY                                               ,S:T OLOFSGATAN 10 B                               ,UPPSALA             ,FC,SWEDEN              ,     ,    ,8,5,2016,0,22,0,B,5,        ,11,1,2015,0,26,0,B,2014,1,28,3.5,B
12096,Switzerland,Lausanne 25,ECOLE HOTELIERE DE LAUSANNE                                      ,ROUTE DE COJONNEX 18               LE CHALET-A-GOB,LAUSANNE 25         ,FC,SWITZERLAND         ,1000,    ,8,6,2016,1,6,16.6,B,5,        ,11,1,2015,,,,,2014,2,10,20,B
35183,Switzerland,Leuk-Stadt,EUROPEAN GRADUATE SCHOOL (EGS)                                   ,ALTER KEHR 20                                     ,LEUK-STADT          ,FC,SWITZERLAND         ,CH- 3,953,8,6,2016,5,68,7.3,B,5,        ,11,1,2015,4,34,11.7,A,2014,0,41,0,B
11683,Switzerland,Sorengo,FRANKLIN UNIVERSITY SWITZERLAND                                  ,VIA PONTE TRESA 29                                ,SORENGO             ,FC,SWITZERLAND         ,6924,    ,8,6,2016,2,45,4.4,A,5,        ,11,0,2015,4,70,5.7,A,2014,1,70,1.4,A
8376,The Netherlands,Amsterdam,VRIJE UNIVERSITEIT AMSTERDAM                                     ,DE BOELELAAN 1105                                 ,AMSTERDAM           ,FC,THE NETHERLANDS     ,1081, HV ,8,5,2016,1,21,4.7,B,5,        ,11,1,2015,0,16,0,B,2014,0,16,0,B
8377,The Netherlands,Amsterdam,UNIVERSITEIT VAN AMSTERDAM                                       ,SPUI 21                                           ,AMSTERDAM           ,FC,THE NETHERLANDS     ,1012,WX  ,8,5,2016,1,42,2.3,P,5,        ,11,0,2015,2,38,5.2,P,2014,4,39,10.2,P
37803,The Netherlands,The Bottom,SABA UNIVERSITY SCHOOL OF MEDICINE                               ,ROUND HILL CAMPUS                  CHURCH STREET  ,THE BOTTOM          ,FC,THE NETHERLANDS     ,     ,    ,7,7,2016,2,48,4.1,A,5,        ,11,0,2015,0,65,0,A,2014,0,9,0,B
22095,The Netherlands,Utrecht,UNIVERSITEIT UTRECHT                                             ,STUDENTENSERVICE                   HEIDELBERGLAAN ,UTRECHT             ,FC,THE NETHERLANDS     ,3584,CS  ,8,5,2016,2,53,3.7,B,5,        ,11,1,2015,3,49,6.1,B,2014,3,66,4.5,B
8452,Wales,Aberystwyth,ABERYSTWYTH UNIVERSITY                                           ,STUDENT WELCOME CENTRE             ABERYSTWYTH UNI,ABERYSTWYTH         ,FC,WALES               ,SY23 ,3FB ,8,5,2016,2,52,3.8,B,5,        ,11,1,2015,3,57,5.2,B,2014,2,45,4.4,B
10157,Wales,Cardiff,CARDIFF UNIVERSITY                                               ,MAIN BUILDING                      PARK PLACE     ,CARDIFF             ,FC,WALES               ,CF10 ,3AT ,8,5,2016,2,56,3.5,B,5,        ,11,1,2015,1,55,1.8,B,2014,2,63,3.1,B
34783,Wales,Cardiff,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA                           ,"CASTLE GROUNDS, CATHAYS PARK                      ",CARDIFF             ,FC,WALES               ,CF10 ,3ER ,8,5,2016,3,31,9.6,B,5,        ,11,1,2015,2,18,11.1,B,2014,2,14,14.2,B
12341,Wales,Carmarthen,UNIVERSITY OF WALES TRINITY SAINT DAVID                          ,COLLEGE ROAD                                      ,CARMARTHEN          ,FC,WALES               ,SA31 ,3EP ,8,5,2016,1,5,20,B,5,        ,11,1,2015,1,7,14.2,B,2014,0,7,0,B
10589,Wales,Gwynedd,BANGOR UNIVERSITY                                                ,BANGOR                                            ,GWYNEDD             ,FC,WALES               ,LL57 ,2DG ,8,5,2016,0,19,0,B,5,        ,11,1,2015,0,25,0,B,2014,0,26,0,B
35473,Wales,Pontypridd,UNIVERSITY OF SOUTH WALES                                        ,"LLANTWIT ROAD, TREFOREST                          ",PONTYPRIDD          ,FC,WALES               ,CF37 ,1DL ,8,5,2016,3,30,10,P,5,        ,11,0,2015,3,33,9,P,2014,1,18,5.5,P
8586,Wales,Swansea,SWANSEA UNIVERSITY                                               ,SINGLETON PARK                                    ,SWANSEA             ,FC,WALES               ,SA2 8,PP  ,8,5,2016,1,40,2.5,B,5,        ,11,1,2015,1,37,2.7,B,2014,1,43,2.3,B
